"","Brewery","City","State","Beer","Style","ABV","IBU","Ounces"
"267","Mammoth Brewing Company","Mammoth Lakes"," CA","Golden Trout Pilsner","German Pilsener",0.042,NA,12
"268","Mammoth Brewing Company","Mammoth Lakes"," CA","Real McCoy Amber Ale (Current)","American Amber / Red Ale",0.045,NA,12
"269","Mammoth Brewing Company","Mammoth Lakes"," CA","High Country Pilsner (Current)","German Pilsener",0.042,NA,12
"270","Ukiah Brewing Company","Ukiah"," CA","Pilsner Ukiah","German Pilsener",0.055,NA,12
"271","Great Divide Brewing Company","Denver"," CO","Rumble","American IPA",0.071,NA,12
"272","Great Divide Brewing Company","Denver"," CO","Lasso","American IPA",0.05,NA,12
"273","Great Divide Brewing Company","Denver"," CO","Whitewater","American Pale Wheat Ale",0.061,NA,12
"274","Great Divide Brewing Company","Denver"," CO","Yeti  Imperial Stout","Russian Imperial Stout",0.095,75,12
"275","Great Divide Brewing Company","Denver"," CO","Orabelle","Tripel",0.083,NA,12
"276","Great Divide Brewing Company","Denver"," CO","Titan IPA","American IPA",0.071,NA,12
"277","Great Divide Brewing Company","Denver"," CO","Hibernation Ale","Old Ale",0.087,NA,12
"278","Great Divide Brewing Company","Denver"," CO","Colette","Saison / Farmhouse Ale",0.073,NA,12
"279","Great Divide Brewing Company","Denver"," CO","Denver Pale Ale (Artist Series No. 1)","American Pale Ale (APA)",0.05,NA,12
"280","Avery Brewing Company","Boulder"," CO","Avery India Pale Ale","American IPA",0.063,69,12
"281","Avery Brewing Company","Boulder"," CO","Ellie’s Brown Ale","American Brown Ale",0.055,17,12
"282","Avery Brewing Company","Boulder"," CO","Raja","American Double / Imperial IPA",0.08,NA,12
"283","Avery Brewing Company","Boulder"," CO","White Rascal","Witbier",0.056,10,12
"284","Avery Brewing Company","Boulder"," CO","Avery Joe’s Premium American Pilsner","German Pilsener",0.047,42,12
"285","Avery Brewing Company","Boulder"," CO","Perzik Saison","Saison / Farmhouse Ale",0.064,NA,12
"286","Upslope Brewing Company","Boulder"," CO","Upslope Craft Lager","Vienna Lager",0.048,22,12
"287","Upslope Brewing Company","Boulder"," CO","Upslope Pumpkin Ale","Pumpkin Ale",0.077,NA,16
"288","Upslope Brewing Company","Boulder"," CO","Upslope Foreign Style Stout","Foreign / Export Stout",0.069,NA,12
"289","Upslope Brewing Company","Boulder"," CO","Blood Orange Saison","Saison / Farmhouse Ale",0.06,NA,12
"290","Upslope Brewing Company","Boulder"," CO","Lee Hill Series Vol. 2 - Wild Saison","American Wild Ale",0.068,24,19.2
"291","Upslope Brewing Company","Boulder"," CO","Upslope Imperial India Pale Ale","American Double / Imperial IPA",0.099,90,19.2
"292","Upslope Brewing Company","Boulder"," CO","Upslope Belgian Style Pale Ale","Belgian Pale Ale",0.075,30,12
"293","Upslope Brewing Company","Boulder"," CO","Lee Hill Series Vol. 1 - Barrel Aged Brown Ale","American Brown Ale",0.076,NA,19.2
"294","Upslope Brewing Company","Boulder"," CO","Ferus Fluxus Wild Belgian Pale Ale","American Wild Ale",0.075,30,19.2
"295","Upslope Brewing Company","Boulder"," CO","Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale","Quadrupel (Quad)",0.128,NA,19.2
"296","Upslope Brewing Company","Boulder"," CO","Top Rope Mexican-style Craft Lager","Vienna Lager",0.048,15,12
"297","Upslope Brewing Company","Boulder"," CO","Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout","American Double / Imperial Stout",0.099,51,19.2
"298","Upslope Brewing Company","Boulder"," CO","Lee Hill Series Vol. 4 - Manhattan Style Rye Ale","Rye Beer",0.104,NA,19.2
"299","Upslope Brewing Company","Boulder"," CO","Upslope India Pale Ale","American IPA",0.072,NA,12
"300","Upslope Brewing Company","Boulder"," CO","Upslope Pale Ale","American Pale Ale (APA)",0.058,NA,12
"301","Upslope Brewing Company","Boulder"," CO","Thai Style White IPA","American White IPA",0.065,33,12
"302","Upslope Brewing Company","Boulder"," CO","Upslope Brown Ale","English Brown Ale",0.067,NA,12
"303","Upslope Brewing Company","Boulder"," CO","Upslope Christmas Ale","Winter Warmer",0.082,NA,16
"304","Crazy Mountain Brewing Company","Edwards"," CO","Snowcat Coffee Stout","American Stout",0.059,NA,12
"305","Crazy Mountain Brewing Company","Edwards"," CO","Boohai Red Ale","American Amber / Red Ale",NA,NA,12
"306","Crazy Mountain Brewing Company","Edwards"," CO","WinterWonderGrass Festival Ale","American Amber / Red Ale",NA,NA,12
"307","Crazy Mountain Brewing Company","Edwards"," CO","Old Soul","Belgian Strong Pale Ale",0.075,25,12
"308","Crazy Mountain Brewing Company","Edwards"," CO","Crazy Mountain Amber Ale","American Amber / Red Ale",0.052,25,12
"309","Crazy Mountain Brewing Company","Edwards"," CO","Mountain Livin' Pale Ale","American Pale Ale (APA)",0.06,NA,12
"310","Crazy Mountain Brewing Company","Edwards"," CO","Lava Lake Wit","Witbier",0.052,15,12
"311","Crazy Mountain Brewing Company","Edwards"," CO","Neomexicanus Native","American Pale Ale (APA)",0.06,46,12
"312","Epic Brewing","Denver"," CO","Lil' Brainless Raspberries","Fruit / Vegetable Beer",0.052,NA,12
"313","Epic Brewing","Denver"," CO","Element 29","American Pale Ale (APA)",0.052,NA,12
"314","Epic Brewing","Denver"," CO","Escape to Colorado","American IPA",0.062,NA,12
"315","Epic Brewing","Denver"," CO","Hop Syndrome","American Pale Lager",0.05,NA,12
"316","New Belgium Brewing Company","Fort Collins"," CO","Sunshine Wheat Beer","American Pale Wheat Ale",0.048,NA,12
"317","New Belgium Brewing Company","Fort Collins"," CO","Snapshot","American Pale Wheat Ale",0.052,NA,16
"318","New Belgium Brewing Company","Fort Collins"," CO","Shift (1)","American Pale Lager",0.05,29,12
"319","New Belgium Brewing Company","Fort Collins"," CO","Blue Paddle","Czech Pilsener",0.048,NA,12
"320","New Belgium Brewing Company","Fort Collins"," CO","Fat Tire Amber Ale (2008)","American Amber / Red Ale",0.052,18,12
"321","New Belgium Brewing Company","Fort Collins"," CO","California Route","American Amber / Red Lager",0.055,NA,12
"322","New Belgium Brewing Company","Fort Collins"," CO","Shift","American Pale Lager",0.05,29,12
"323","New Belgium Brewing Company","Fort Collins"," CO","Fat Tire Amber Ale","American Amber / Red Ale",0.052,18,12
"324","New Belgium Brewing Company","Fort Collins"," CO","1554 Black Lager","Euro Dark Lager",0.056,21,12
"325","New Belgium Brewing Company","Fort Collins"," CO","Ranger IPA","American IPA",0.065,70,12
"326","New Belgium Brewing Company","Fort Collins"," CO","Slow Ride","American IPA",0.045,40,12
"327","New Belgium Brewing Company","Fort Collins"," CO","Fat Tire Amber Ale (2011)","American Amber / Red Ale",0.052,18,12
"328","New Belgium Brewing Company","Fort Collins"," CO","Ranger IPA","American IPA",0.065,70,16
"329","New Belgium Brewing Company","Fort Collins"," CO","Ranger IPA (Current)","American IPA",0.065,70,12
"330","New Belgium Brewing Company","Fort Collins"," CO","Shift","American Pale Lager",0.05,29,16
"331","New Belgium Brewing Company","Fort Collins"," CO","Sunshine Wheat Beer (2009)","American Pale Wheat Ale",0.048,NA,12
"332","New Belgium Brewing Company","Fort Collins"," CO","Fat Tire Amber Ale","American Amber / Red Ale",0.052,18,16
"333","Lone Tree Brewing Company","Lone Tree"," CO","Peach Pale Ale","American Pale Ale (APA)",0.057,40,12
"334","Bonfire Brewing Company","Eagle"," CO","Slow & Steady Golden Ale","American Blonde Ale",0.047,NA,12
"335","Bonfire Brewing Company","Eagle"," CO","Demshitz Brown Ale","American Brown Ale",0.058,NA,12
"336","Bonfire Brewing Company","Eagle"," CO","Tent Pole Vanilla Porter","American Porter",0.061,NA,16
"337","Bonfire Brewing Company","Eagle"," CO","Firestarter India Pale Ale","American IPA",0.066,72,12
"338","Bonfire Brewing Company","Eagle"," CO","Gyptoberfest","Märzen / Oktoberfest",0.056,26,12
"339","Bonfire Brewing Company","Eagle"," CO","Moe's Original Bar B Que 'Bama Brew Golden Ale","American Blonde Ale",0.047,NA,12
"340","Bonfire Brewing Company","Eagle"," CO","Kindler Pale Ale","American Pale Ale (APA)",0.053,45,12
"341","Bonfire Brewing Company","Eagle"," CO","Farmer Wirtz India Pale Ale","English India Pale Ale (IPA)",0.07,94,16
"342","Bonfire Brewing Company","Eagle"," CO","Brush Creek Blonde","American Blonde Ale",0.048,NA,16
"343","Bonfire Brewing Company","Eagle"," CO","Wood Splitter Pilsner (2012)","Czech Pilsener",0.048,NA,12
"344","Bonfire Brewing Company","Eagle"," CO","Pink-I Raspberry IPA","American IPA",0.068,NA,16
"345","Bonfire Brewing Company","Eagle"," CO","Wood Splitter Pilsner","Czech Pilsener",0.048,30,16
"346","Bonfire Brewing Company","Eagle"," CO","Awry Rye Pale Ale","American Pale Ale (APA)",0.058,NA,12
"347","Bonfire Brewing Company","Eagle"," CO","Live Local Golden Ale","American Blonde Ale",0.047,NA,12
"348","Bonfire Brewing Company","Eagle"," CO","Mistress Winter Wheat","Winter Warmer",0.064,NA,12
"349","Bonfire Brewing Company","Eagle"," CO","Dirtbag Dunkel","Munich Dunkel Lager",0.049,NA,16
"350","Bonfire Brewing Company","Eagle"," CO","Firestarter India Pale Ale","American IPA",0.066,72,16
"351","Bonfire Brewing Company","Eagle"," CO","Kilt Dropper Scotch Ale","Scotch Ale / Wee Heavy",0.075,22,16
"352","Bonfire Brewing Company","Eagle"," CO","Screaming Eagle Special Ale ESB","Extra Special / Strong Bitter (ESB)",0.048,38,12
"353","Renegade Brewing Company","Denver"," CO","5:00 O'Clock Afternoon Ale","American Blonde Ale",0.05,25,16
"354","Renegade Brewing Company","Denver"," CO","Redacted Rye IPA","American IPA",0.07,100,16
"355","Renegade Brewing Company","Denver"," CO","Consilium","American Pale Ale (APA)",0.05,40,12
"356","Renegade Brewing Company","Denver"," CO","Ryeteous Rye IPA (2012)","American IPA",0.07,100,16
"357","Renegade Brewing Company","Denver"," CO","Hammer & Sickle","Russian Imperial Stout",0.09,60,12
"358","Renegade Brewing Company","Denver"," CO","Elevation Triple India Pale Ale","American Double / Imperial IPA",0.099,100,12
"359","Steamworks Brewing Company","Durango"," CO","Third Eye Pale Ale","American IPA",0.065,65,12
"360","Steamworks Brewing Company","Durango"," CO","Colorado Kölsch","Kölsch",0.049,17,12
"361","Steamworks Brewing Company","Durango"," CO","Steam Engine Lager","American Amber / Red Lager",0.057,25,12
"362","Steamworks Brewing Company","Durango"," CO","Third Eye Enlightened Pale Ale","American Pale Ale (APA)",0.065,65,12
"363","Pug Ryan's Brewery","Dillon"," CO","Dead Eye Dunkel","Munich Dunkel Lager",0.06,15,12
"364","Pug Ryan's Brewery","Dillon"," CO","Morning Wood Wheat (Current)","American Pale Wheat Ale",0.059,14,12
"365","Pug Ryan's Brewery","Dillon"," CO","Morning Wood Wheat (Current)","American Pale Wheat Ale",0.059,14,12
"366","Pug Ryan's Brewery","Dillon"," CO","Hideout Helles","Munich Helles Lager",0.069,17,12
"367","Pug Ryan's Brewery","Dillon"," CO","Peacemaker Pilsner","Czech Pilsener",0.058,21,12
"368","Pug Ryan's Brewery","Dillon"," CO","Over the Rail Pale Ale","American Pale Ale (APA)",0.057,68,12
"369","Pug Ryan's Brewery","Dillon"," CO","Pallavicini Pilsner (2009)","Czech Pilsener",0.058,21,12
"370","Grimm Brothers Brewhouse","Loveland"," CO","Little Red Cap","Altbier",0.063,43,12
"371","Odyssey Beerwerks","Arvada"," CO","Ghose Drifter Pale Ale","American Pale Ale (APA)",0.051,NA,12
"372","Odyssey Beerwerks","Arvada"," CO","Heliocentric Hefeweizen","Hefeweizen",0.047,NA,12
"373","Odyssey Beerwerks","Arvada"," CO","Perpetual Darkness","Belgian Strong Dark Ale",0.092,72,12
"374","Odyssey Beerwerks","Arvada"," CO","Psycho Penguin Vanilla Porter","American Porter",0.054,36,12
"375","Odyssey Beerwerks","Arvada"," CO","Ghost Rider Pale Ale (2013)","American Pale Ale (APA)",0.051,NA,12
"376","Odyssey Beerwerks","Arvada"," CO","Clan Warrior","Scotch Ale / Wee Heavy",0.087,29,12
"377","Odyssey Beerwerks","Arvada"," CO","Helios Hefeweizen (2013)","Hefeweizen",0.047,NA,12
"378","Oskar Blues Brewery","Longmont"," CO","Mama's Little Yella Pils","Czech Pilsener",0.053,35,19.2
"379","Oskar Blues Brewery","Longmont"," CO","CAN'D AID Foundation","",NA,NA,12
"380","Oskar Blues Brewery","Longmont"," CO","Chaka","Belgian Strong Pale Ale",0.08,NA,16
"381","Oskar Blues Brewery","Longmont"," CO","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12
"382","Oskar Blues Brewery","Longmont"," CO","oSKAr the G'Rauch","American IPA",0.085,NA,19.2
"383","Oskar Blues Brewery","Longmont"," CO","15th Anniversary Abbey Ale (2012)","Belgian Dark Ale",0.09,NA,16
"384","Oskar Blues Brewery","Longmont"," CO","Birth IPA","American IPA",NA,NA,12
"385","Oskar Blues Brewery","Longmont"," CO","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12
"386","Oskar Blues Brewery","Longmont"," CO","Icey.P.A.","American IPA",NA,NA,16
"387","Oskar Blues Brewery","Longmont"," CO","Pinner Throwback IPA","American IPA",0.049,35,12
"388","Oskar Blues Brewery","Longmont"," CO","Dale's Pale Ale (10 Year Anniversary)","American Pale Ale (APA)",0.065,65,12
"389","Oskar Blues Brewery","Longmont"," CO","Mama's Little Yella Pils","Czech Pilsener",0.053,35,12
"390","Oskar Blues Brewery","Longmont"," CO","One Nut Brown","English Brown Ale",0.05,NA,12
"391","Oskar Blues Brewery","Longmont"," CO","The CROWLER™","",NA,NA,32
"392","Oskar Blues Brewery","Longmont"," CO","Old Chub NITRO","Scotch Ale / Wee Heavy",0.08,NA,16
"393","Oskar Blues Brewery","Longmont"," CO","Dale's Pale Ale (2010)","American Pale Ale (APA)",0.065,65,12
"394","Oskar Blues Brewery","Longmont"," CO","Dale's Pale Ale (2011)","American Pale Ale (APA)",0.065,65,12
"395","Oskar Blues Brewery","Longmont"," CO","HGH (Home Grown Hops): Part Duh","American Strong Ale",0.08,70,12
"396","Oskar Blues Brewery","Longmont"," CO","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,19.2
"397","Oskar Blues Brewery","Longmont"," CO","Old Chub","Scottish Ale",0.08,35,12
"398","Oskar Blues Brewery","Longmont"," CO","The Deuce","American Brown Ale",0.07,NA,16
"399","Oskar Blues Brewery","Longmont"," CO","G'KNIGHT (12 oz.)","American Double / Imperial IPA",0.087,85,12
"400","Oskar Blues Brewery","Longmont"," CO","Deviant Dale's IPA","American Double / Imperial IPA",0.08,NA,16
"401","Oskar Blues Brewery","Longmont"," CO","Ten Fidy Imperial Stout","Russian Imperial Stout",0.099,98,12
"402","Oskar Blues Brewery","Longmont"," CO","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12
"403","Oskar Blues Brewery","Longmont"," CO","Gordon Ale (2009)","American Double / Imperial IPA",0.087,85,12
"404","Oskar Blues Brewery","Longmont"," CO","Centennial State Pale Ale","American Pale Ale (APA)",0.052,NA,19.2
"405","Oskar Blues Brewery","Longmont"," CO","GUBNA Imperial IPA","American Double / Imperial IPA",0.099,100,12
"406","Oskar Blues Brewery","Longmont"," CO","oSKAr the G'Rauch","American IPA",0.085,NA,16
"407","Oskar Blues Brewery","Longmont"," CO","G'KNIGHT (16 oz.)","American Double / Imperial IPA",0.087,85,16
"408","Oskar Blues Brewery","Longmont"," CO","Dale's Pale Ale (2012)","American Pale Ale (APA)",0.065,65,12
"409","Oskar Blues Brewery","Longmont"," CO","Gordon Imperial Red (2010)","American Double / Imperial IPA",0.087,85,12
"410","Oskar Blues Brewery","Longmont"," CO","One Hit Wonder","American Double / Imperial IPA",0.09,60,12
"411","High Hops Brewery","Windsor"," CO","The Power of Zeus","American Pale Ale (APA)",0.07,68,12
"412","High Hops Brewery","Windsor"," CO","The Golden One","American Pilsner",0.063,21,12
"413","Big Choice Brewing","Broomfield"," CO","Hemlock Double IPA","American Double / Imperial IPA",0.095,104,12
"414","Big Choice Brewing","Broomfield"," CO","West Portal Colorado Common Summer Ale","California Common / Steam Beer",0.041,NA,16
"415","Big Choice Brewing","Broomfield"," CO","Aprè Shred","American Strong Ale",0.081,17,16
"416","Big Choice Brewing","Broomfield"," CO","Disconnected Red","American Amber / Red Ale",0.067,85,16
"417","Denver Beer Company","Denver"," CO","Incredible Pedal IPA","American IPA",0.07,NA,12
"418","Denver Beer Company","Denver"," CO","Graham Cracker Porter","American Porter",0.05,NA,12
"419","Ska Brewing Company","Durango"," CO","Euphoria Pale Ale","American Pale Ale (APA)",0.061,NA,12
"420","Ska Brewing Company","Durango"," CO","ESB Special Ale","Extra Special / Strong Bitter (ESB)",0.057,58,12
"421","Ska Brewing Company","Durango"," CO","Estival Cream Stout","American Stout",0.058,15,12
"422","Ska Brewing Company","Durango"," CO","Taster's Choice","Doppelbock",0.074,NA,12
"423","Ska Brewing Company","Durango"," CO","Vernal Minthe Stout","American Stout",0.058,NA,12
"424","Ska Brewing Company","Durango"," CO","Hibernal Vinifera Stout","Foreign / Export Stout",0.08,NA,12
"425","Ska Brewing Company","Durango"," CO","Modus Hoperandi","American IPA",0.068,65,12
"426","Ska Brewing Company","Durango"," CO","Autumnal Molé Stout","American Stout",NA,NA,12
"427","Ska Brewing Company","Durango"," CO","Rudie Session IPA","American IPA",0.045,NA,12
"428","Ska Brewing Company","Durango"," CO","Mexican Logger","American Pale Lager",0.042,18,12
"429","Ska Brewing Company","Durango"," CO","Modus Hoperandi","American IPA",0.068,65,12
"430","Ska Brewing Company","Durango"," CO","True Blonde Ale","American Blonde Ale",0.053,NA,12
"431","Tommyknocker Brewery","Idaho Springs"," CO","IPA & a Half","American IPA",0.073,87,12
"432","Tommyknocker Brewery","Idaho Springs"," CO","Ornery Amber Lager (2003)","Vienna Lager",0.055,33,12
"433","Black Shirt Brewing Company","Denver"," CO","American Red Porter","American Porter",0.071,45,12
"434","Black Shirt Brewing Company","Denver"," CO","Colorado Red Ale","American Amber / Red Ale",0.066,44,12
"435","Black Shirt Brewing Company","Denver"," CO","American Red Saison","Saison / Farmhouse Ale",0.078,34,12
